ExhibitionName,Date,DaysRun,DaysLeft,TotalDuration,PercentComplete,Year,Season,Month,WeekDay,ArtistName,CategoryName,LocationName,MarketingSpend,TicketPrice,ExhibitionVisitors,VenueVisitors,ConversionRate
ExhibitionH,10/04/17,27,76,103,26.21,2017,Spring,4,Monday,ArtistC,CategoryD,LocationA,226000,18,944,23894,0.040
ExhibitionH,11/04/17,28,75,103,27.18,2017,Spring,4,Tuesday,ArtistC,CategoryD,LocationA,226000,18,906,21341,0.042
ExhibitionH,12/04/17,29,74,103,28.16,2017,Spring,4,Wednesday,ArtistC,CategoryD,LocationA,226000,18,953,20011,0.048
ExhibitionH,13/04/17,30,73,103,29.13,2017,Spring,4,Thursday,ArtistC,CategoryD,LocationA,226000,18,837,25216,0.033
ExhibitionH,14/04/17,31,72,103,30.10,2017,Spring,4,Friday,ArtistC,CategoryD,LocationA,226000,18,1313,32079,0.041
ExhibitionH,15/04/17,32,71,103,31.07,2017,Spring,4,Saturday,ArtistC,CategoryD,LocationA,226000,18,1133,18230,0.062
ExhibitionH,16/04/17,33,70,103,32.04,2017,Spring,4,Sunday,ArtistC,CategoryD,LocationA,226000,18,826,21322,0.039
ExhibitionH,17/04/17,34,69,103,33.01,2017,Spring,4,Monday,ArtistC,CategoryD,LocationA,226000,18,1014,12737,0.080
ExhibitionH,18/04/17,35,68,103,33.98,2017,Spring,4,Tuesday,ArtistC,CategoryD,LocationA,226000,18,732,10134,0.072
ExhibitionH,19/04/17,36,67,103,34.95,2017,Spring,4,Wednesday,ArtistC,CategoryD,LocationA,226000,18,824,9655,0.085
ExhibitionH,20/04/17,37,66,103,35.92,2017,Spring,4,Thursday,ArtistC,CategoryD,LocationA,226000,18,828,15852,0.052
ExhibitionH,21/04/17,38,65,103,36.89,2017,Spring,4,Friday,ArtistC,CategoryD,LocationA,226000,18,1212,15089,0.080
ExhibitionH,22/04/17,39,64,103,37.86,2017,Spring,4,Saturday,ArtistC,CategoryD,LocationA,226000,18,1209,25963,0.047
ExhibitionH,23/04/17,40,63,103,38.83,2017,Spring,4,Sunday,ArtistC,CategoryD,LocationA,226000,18,764,17280,0.044
ExhibitionH,24/04/17,41,62,103,39.81,2017,Spring,4,Monday,ArtistC,CategoryD,LocationA,226000,18,745,15382,0.048
ExhibitionH,25/04/17,42,61,103,40.78,2017,Spring,4,Tuesday,ArtistC,CategoryD,LocationA,226000,18,819,17501,0.047
ExhibitionH,26/04/17,43,60,103,41.75,2017,Spring,4,Wednesday,ArtistC,CategoryD,LocationA,226000,18,914,12657,0.072
ExhibitionH,27/04/17,44,59,103,42.72,2017,Spring,4,Thursday,ArtistC,CategoryD,LocationA,226000,18,851,12341,0.069
ExhibitionH,28/04/17,45,58,103,43.69,2017,Spring,4,Friday,ArtistC,CategoryD,LocationA,226000,18,1178,20259,0.058
ExhibitionH,29/04/17,46,57,103,44.66,2017,Spring,4,Saturday,ArtistC,CategoryD,LocationA,226000,18,1151,25664,0.045
ExhibitionH,30/04/17,47,56,103,45.63,2017,Spring,4,Sunday,ArtistC,CategoryD,LocationA,226000,18,1131,19242,0.059
ExhibitionH,1/05/17,48,55,103,46.60,2017,Spring,5,Monday,ArtistC,CategoryD,LocationA,226000,18,1261,18153,0.069
ExhibitionH,2/05/17,49,54,103,47.57,2017,Spring,5,Tuesday,ArtistC,CategoryD,LocationA,226000,18,673,13756,0.049
ExhibitionH,3/05/17,50,53,103,48.54,2017,Spring,5,Wednesday,ArtistC,CategoryD,LocationA,226000,18,794,11473,0.069
ExhibitionH,4/05/17,51,52,103,49.51,2017,Spring,5,Thursday,ArtistC,CategoryD,LocationA,226000,18,854,13008,0.066
ExhibitionH,5/05/17,52,51,103,50.49,2017,Spring,5,Friday,ArtistC,CategoryD,LocationA,226000,18,1127,15471,0.073
ExhibitionH,6/05/17,53,50,103,51.46,2017,Spring,5,Saturday,ArtistC,CategoryD,LocationA,226000,18,1105,16680,0.066
ExhibitionH,7/05/17,54,49,103,52.43,2017,Spring,5,Sunday,ArtistC,CategoryD,LocationA,226000,18,927,11947,0.078
ExhibitionH,8/05/17,55,48,103,53.40,2017,Spring,5,Monday,ArtistC,CategoryD,LocationA,226000,18,798,17938,0.044
ExhibitionH,9/05/17,56,47,103,54.37,2017,Spring,5,Tuesday,ArtistC,CategoryD,LocationA,226000,18,719,14966,0.048
ExhibitionH,10/05/17,57,46,103,55.34,2017,Spring,5,Wednesday,ArtistC,CategoryD,LocationA,226000,18,622,8335,0.075
ExhibitionH,11/05/17,58,45,103,56.31,2017,Spring,5,Thursday,ArtistC,CategoryD,LocationA,226000,18,874,13207,0.066
ExhibitionH,12/05/17,59,44,103,57.28,2017,Spring,5,Friday,ArtistC,CategoryD,LocationA,226000,18,1157,15612,0.074
ExhibitionH,13/05/17,60,43,103,58.25,2017,Spring,5,Saturday,ArtistC,CategoryD,LocationA,226000,18,1037,20843,0.050
ExhibitionH,14/05/17,61,42,103,59.22,2017,Spring,5,Sunday,ArtistC,CategoryD,LocationA,226000,18,782,21172,0.037
ExhibitionH,15/05/17,62,41,103,60.19,2017,Spring,5,Monday,ArtistC,CategoryD,LocationA,226000,18,774,11676,0.066
ExhibitionH,16/05/17,63,40,103,61.17,2017,Spring,5,Tuesday,ArtistC,CategoryD,LocationA,226000,18,643,9796,0.066
ExhibitionH,17/05/17,64,39,103,62.14,2017,Spring,5,Wednesday,ArtistC,CategoryD,LocationA,226000,18,778,12812,0.061
ExhibitionH,18/05/17,65,38,103,63.11,2017,Spring,5,Thursday,ArtistC,CategoryD,LocationA,226000,18,750,23599,0.032
ExhibitionH,19/05/17,66,37,103,64.08,2017,Spring,5,Friday,ArtistC,CategoryD,LocationA,226000,18,1437,27694,0.052
ExhibitionH,20/05/17,67,36,103,65.05,2017,Spring,5,Saturday,ArtistC,CategoryD,LocationA,226000,18,1206,16048,0.075
ExhibitionH,21/05/17,68,35,103,66.02,2017,Spring,5,Sunday,ArtistC,CategoryD,LocationA,226000,18,941,11944,0.079
ExhibitionH,22/05/17,69,34,103,66.99,2017,Spring,5,Monday,ArtistC,CategoryD,LocationA,226000,18,781,10747,0.073
ExhibitionH,23/05/17,70,33,103,67.96,2017,Spring,5,Tuesday,ArtistC,CategoryD,LocationA,226000,18,768,11330,0.068
ExhibitionH,24/05/17,71,32,103,68.93,2017,Spring,5,Wednesday,ArtistC,CategoryD,LocationA,226000,18,701,8383,0.084
ExhibitionH,25/05/17,72,31,103,69.90,2017,Spring,5,Thursday,ArtistC,CategoryD,LocationA,226000,18,781,6966,0.112
ExhibitionH,26/05/17,73,30,103,70.87,2017,Spring,5,Friday,ArtistC,CategoryD,LocationA,226000,18,966,12759,0.076
ExhibitionH,27/05/17,74,29,103,71.84,2017,Spring,5,Saturday,ArtistC,CategoryD,LocationA,226000,18,928,12885,0.072
ExhibitionH,28/05/17,75,28,103,72.82,2017,Spring,5,Sunday,ArtistC,CategoryD,LocationA,226000,18,1019,12937,0.079
ExhibitionH,29/05/17,76,27,103,73.79,2017,Spring,5,Monday,ArtistC,CategoryD,LocationA,226000,18,1187,13253,0.090
ExhibitionH,30/05/17,77,26,103,74.76,2017,Spring,5,Tuesday,ArtistC,CategoryD,LocationA,226000,18,790,11284,0.070
ExhibitionH,31/05/17,78,25,103,75.73,2017,Spring,5,Wednesday,ArtistC,CategoryD,LocationA,226000,18,830,10220,0.081
ExhibitionH,1/06/17,79,24,103,76.70,2017,Summer,6,Thursday,ArtistC,CategoryD,LocationA,226000,18,869,14105,0.062
ExhibitionH,2/06/17,80,23,103,77.67,2017,Summer,6,Friday,ArtistC,CategoryD,LocationA,226000,18,1227,18321,0.067
ExhibitionH,3/06/17,81,22,103,78.64,2017,Summer,6,Saturday,ArtistC,CategoryD,LocationA,226000,18,1108,13861,0.080
ExhibitionH,4/06/17,82,21,103,79.61,2017,Summer,6,Sunday,ArtistC,CategoryD,LocationA,226000,18,813,10866,0.075
ExhibitionH,5/06/17,83,20,103,80.58,2017,Summer,6,Monday,ArtistC,CategoryD,LocationA,226000,18,762,12654,0.060
ExhibitionH,6/06/17,84,19,103,81.55,2017,Summer,6,Tuesday,ArtistC,CategoryD,LocationA,226000,18,768,10706,0.072
ExhibitionH,7/06/17,85,18,103,82.52,2017,Summer,6,Wednesday,ArtistC,CategoryD,LocationA,226000,18,725,9668,0.075
ExhibitionH,8/06/17,86,17,103,83.50,2017,Summer,6,Thursday,ArtistC,CategoryD,LocationA,226000,18,715,11248,0.064
ExhibitionH,9/06/17,87,16,103,84.47,2017,Summer,6,Friday,ArtistC,CategoryD,LocationA,226000,18,1061,12310,0.086
ExhibitionH,10/06/17,88,15,103,85.44,2017,Summer,6,Saturday,ArtistC,CategoryD,LocationA,226000,18,1016,10989,0.092
ExhibitionH,11/06/17,89,14,103,86.41,2017,Summer,6,Sunday,ArtistC,CategoryD,LocationA,226000,18,886,12425,0.071
ExhibitionH,12/06/17,90,13,103,87.38,2017,Summer,6,Monday,ArtistC,CategoryD,LocationA,226000,18,799,14331,0.056
ExhibitionH,13/06/17,91,12,103,88.35,2017,Summer,6,Tuesday,ArtistC,CategoryD,LocationA,226000,18,734,7952,0.092
ExhibitionH,14/06/17,92,11,103,89.32,2017,Summer,6,Wednesday,ArtistC,CategoryD,LocationA,226000,18,677,8821,0.077
ExhibitionH,15/06/17,93,10,103,90.29,2017,Summer,6,Thursday,ArtistC,CategoryD,LocationA,226000,18,802,10402,0.077
ExhibitionH,16/06/17,94,9,103,91.26,2017,Summer,6,Friday,ArtistC,CategoryD,LocationA,226000,18,1160,11819,0.098
ExhibitionH,17/06/17,95,8,103,92.23,2017,Summer,6,Saturday,ArtistC,CategoryD,LocationA,226000,18,897,10735,0.084
ExhibitionH,18/06/17,96,7,103,93.20,2017,Summer,6,Sunday,ArtistC,CategoryD,LocationA,226000,18,875,11055,0.079
ExhibitionH,19/06/17,97,6,103,94.17,2017,Summer,6,Monday,ArtistC,CategoryD,LocationA,226000,18,826,9093,0.091
ExhibitionH,20/06/17,98,5,103,95.15,2017,Summer,6,Tuesday,ArtistC,CategoryD,LocationA,226000,18,738,11773,0.063
ExhibitionH,21/06/17,99,4,103,96.12,2017,Summer,6,Wednesday,ArtistC,CategoryD,LocationA,226000,18,814,9183,0.089
ExhibitionH,22/06/17,100,3,103,97.09,2017,Summer,6,Thursday,ArtistC,CategoryD,LocationA,226000,18,1019,9479,0.108
ExhibitionH,23/06/17,101,2,103,98.06,2017,Summer,6,Friday,ArtistC,CategoryD,LocationA,226000,18,1748,16791,0.104
ExhibitionH,24/06/17,102,1,103,99.03,2017,Summer,6,Saturday,ArtistC,CategoryD,LocationA,226000,18,1458,14884,0.098
ExhibitionH,25/06/17,103,0,103,100.00,2017,Summer,6,Sunday,ArtistC,CategoryD,LocationA,226000,18,1513,12067,0.125
ExhibitionA,7/12/16,1,109,110,0.91,2016,Winter,12,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,501,12626,0.040
ExhibitionA,8/12/16,2,108,110,1.82,2016,Winter,12,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,466,16034,0.029
ExhibitionA,9/12/16,3,107,110,2.73,2016,Winter,12,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,604,18064,0.033
ExhibitionA,10/12/16,4,106,110,3.64,2016,Winter,12,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,602,27648,0.022
ExhibitionA,11/12/16,5,105,110,4.55,2016,Winter,12,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,411,14818,0.028
ExhibitionA,12/12/16,6,104,110,5.45,2016,Winter,12,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,500,14757,0.034
ExhibitionA,13/12/16,7,103,110,6.36,2016,Winter,12,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,524,11657,0.045
ExhibitionA,14/12/16,8,102,110,7.27,2016,Winter,12,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,503,11899,0.042
ExhibitionA,15/12/16,9,101,110,8.18,2016,Winter,12,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,468,12522,0.037
ExhibitionA,16/12/16,10,100,110,9.09,2016,Winter,12,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,519,13432,0.039
ExhibitionA,17/12/16,11,99,110,10.00,2016,Winter,12,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,540,16221,0.033
ExhibitionA,18/12/16,12,98,110,10.91,2016,Winter,12,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,362,15278,0.024
ExhibitionA,19/12/16,13,97,110,11.82,2016,Winter,12,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,477,14222,0.034
ExhibitionA,20/12/16,14,96,110,12.73,2016,Winter,12,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,440,15037,0.029
ExhibitionA,21/12/16,15,95,110,13.64,2016,Winter,12,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,427,14573,0.029
ExhibitionA,22/12/16,16,94,110,14.55,2016,Winter,12,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,370,15101,0.025
ExhibitionA,23/12/16,17,93,110,15.45,2016,Winter,12,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,343,15635,0.022
ExhibitionA,27/12/16,21,89,110,19.09,2016,Winter,12,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,542,34061,0.016
ExhibitionA,28/12/16,22,88,110,20.00,2016,Winter,12,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,618,32099,0.019
ExhibitionA,29/12/16,23,87,110,20.91,2016,Winter,12,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,708,33513,0.021
ExhibitionA,30/12/16,24,86,110,21.82,2016,Winter,12,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,776,35616,0.022
ExhibitionA,31/12/16,25,85,110,22.73,2016,Winter,12,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,390,26356,0.015
ExhibitionA,2/01/17,27,83,110,24.55,2017,Winter,1,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,631,27516,0.023
ExhibitionA,3/01/17,28,82,110,25.45,2017,Winter,1,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,514,16604,0.031
ExhibitionA,4/01/17,29,81,110,26.36,2017,Winter,1,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,558,12989,0.043
ExhibitionA,5/01/17,30,80,110,27.27,2017,Winter,1,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,556,12637,0.044
ExhibitionA,6/01/17,31,79,110,28.18,2017,Winter,1,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,652,19850,0.033
ExhibitionA,7/01/17,32,78,110,29.09,2017,Winter,1,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,754,15912,0.047
ExhibitionA,8/01/17,33,77,110,30.00,2017,Winter,1,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,584,11610,0.050
ExhibitionA,9/01/17,34,76,110,30.91,2017,Winter,1,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,228,6244,0.037
ExhibitionA,10/01/17,35,75,110,31.82,2017,Winter,1,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,477,10544,0.045
ExhibitionA,11/01/17,36,74,110,32.73,2017,Winter,1,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,587,11659,0.050
ExhibitionA,12/01/17,37,73,110,33.64,2017,Winter,1,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,602,14231,0.042
ExhibitionA,13/01/17,38,72,110,34.55,2017,Winter,1,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,695,15575,0.045
ExhibitionA,14/01/17,39,71,110,35.45,2017,Winter,1,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,1006,21472,0.047
ExhibitionA,15/01/17,40,70,110,36.36,2017,Winter,1,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,786,24819,0.032
ExhibitionA,16/01/17,41,69,110,37.27,2017,Winter,1,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,454,9462,0.048
ExhibitionA,17/01/17,42,68,110,38.18,2017,Winter,1,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,530,9097,0.058
ExhibitionA,18/01/17,43,67,110,39.09,2017,Winter,1,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,620,9810,0.063
ExhibitionA,19/01/17,44,66,110,40.00,2017,Winter,1,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,627,14421,0.043
ExhibitionA,20/01/17,45,65,110,40.91,2017,Winter,1,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,819,15423,0.053
ExhibitionA,21/01/17,46,64,110,41.82,2017,Winter,1,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,923,36763,0.025
ExhibitionA,22/01/17,47,63,110,42.73,2017,Winter,1,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,655,14388,0.046
ExhibitionA,23/01/17,48,62,110,43.64,2017,Winter,1,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,505,11469,0.044
ExhibitionA,24/01/17,49,61,110,44.55,2017,Winter,1,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,542,10182,0.053
ExhibitionA,25/01/17,50,60,110,45.45,2017,Winter,1,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,683,12523,0.055
ExhibitionA,26/01/17,51,59,110,46.36,2017,Winter,1,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,665,10764,0.062
ExhibitionA,27/01/17,52,58,110,47.27,2017,Winter,1,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,1065,17573,0.061
ExhibitionA,28/01/17,53,57,110,48.18,2017,Winter,1,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,1052,23469,0.045
ExhibitionA,29/01/17,54,56,110,49.09,2017,Winter,1,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,674,30074,0.022
ExhibitionA,30/01/17,55,55,110,50.00,2017,Winter,1,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,590,22077,0.027
ExhibitionA,31/01/17,56,54,110,50.91,2017,Winter,1,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,564,22226,0.025
ExhibitionA,1/02/17,57,53,110,51.82,2017,Winter,2,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,588,10874,0.054
ExhibitionA,2/02/17,58,52,110,52.73,2017,Winter,2,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,621,11586,0.054
ExhibitionA,3/02/17,59,51,110,53.64,2017,Winter,2,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,914,17815,0.051
ExhibitionA,4/02/17,60,50,110,54.55,2017,Winter,2,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,1089,20521,0.053
ExhibitionA,5/02/17,61,49,110,55.45,2017,Winter,2,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,793,18040,0.044
ExhibitionA,6/02/17,62,48,110,56.36,2017,Winter,2,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,541,10032,0.054
ExhibitionA,7/02/17,63,47,110,57.27,2017,Winter,2,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,585,10651,0.055
ExhibitionA,8/02/17,64,46,110,58.18,2017,Winter,2,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,647,11810,0.055
ExhibitionA,9/02/17,65,45,110,59.09,2017,Winter,2,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,633,8873,0.071
ExhibitionA,10/02/17,66,44,110,60.00,2017,Winter,2,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,859,16102,0.053
ExhibitionA,11/02/17,67,43,110,60.91,2017,Winter,2,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,1048,27470,0.038
ExhibitionA,12/02/17,68,42,110,61.82,2017,Winter,2,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,822,17720,0.046
ExhibitionA,13/02/17,69,41,110,62.73,2017,Winter,2,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,586,17074,0.034
ExhibitionA,14/02/17,70,40,110,63.64,2017,Winter,2,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,634,20596,0.031
ExhibitionA,15/02/17,71,39,110,64.55,2017,Winter,2,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,770,15834,0.049
ExhibitionA,16/02/17,72,38,110,65.45,2017,Winter,2,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,743,14837,0.050
ExhibitionA,17/02/17,73,37,110,66.36,2017,Winter,2,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,909,18937,0.048
ExhibitionA,18/02/17,74,36,110,67.27,2017,Winter,2,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,1210,15555,0.078
ExhibitionA,19/02/17,75,35,110,68.18,2017,Winter,2,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,683,22637,0.030
ExhibitionA,20/02/17,76,34,110,69.09,2017,Winter,2,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,549,11434,0.048
ExhibitionA,21/02/17,77,33,110,70.00,2017,Winter,2,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,610,12753,0.048
ExhibitionA,22/02/17,78,32,110,70.91,2017,Winter,2,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,648,11506,0.056
ExhibitionA,23/02/17,79,31,110,71.82,2017,Winter,2,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,606,14465,0.042
ExhibitionA,24/02/17,80,30,110,72.73,2017,Winter,2,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,1020,18543,0.055
ExhibitionA,25/02/17,81,29,110,73.64,2017,Winter,2,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,1136,26166,0.043
ExhibitionA,26/02/17,82,28,110,74.55,2017,Winter,2,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,822,28048,0.029
ExhibitionA,27/02/17,83,27,110,75.45,2017,Winter,2,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,547,19398,0.028
ExhibitionA,28/02/17,84,26,110,76.36,2017,Winter,2,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,608,22622,0.027
ExhibitionA,1/03/17,85,25,110,77.27,2017,Spring,3,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,515,11042,0.047
ExhibitionA,2/03/17,86,24,110,78.18,2017,Spring,3,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,544,12450,0.044
ExhibitionA,3/03/17,87,23,110,79.09,2017,Spring,3,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,861,16344,0.053
ExhibitionA,4/03/17,88,22,110,80.00,2017,Spring,3,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,989,22453,0.044
ExhibitionA,5/03/17,89,21,110,80.91,2017,Spring,3,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,724,26409,0.027
ExhibitionA,6/03/17,90,20,110,81.82,2017,Spring,3,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,500,13440,0.037
ExhibitionA,7/03/17,91,19,110,82.73,2017,Spring,3,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,345,11437,0.030
ExhibitionA,8/03/17,92,18,110,83.64,2017,Spring,3,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,560,22896,0.024
ExhibitionA,9/03/17,93,17,110,84.55,2017,Spring,3,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,589,15771,0.037
ExhibitionA,10/03/17,94,16,110,85.45,2017,Spring,3,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,897,14748,0.061
ExhibitionA,11/03/17,95,15,110,86.36,2017,Spring,3,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,913,17647,0.052
